Raonament:
Per a minimitzar la diferència entre dos nombres de quatre xifres, hem de fer que els nombres siguin el més semblants possible. Això vol dir que les seves xifres més significatives (les de les unitats de miler) han de ser el més properes possible. Per tant, utilitzarem els dígits més petits (1 i 2) per a les unitats de miler. Però, per a que la diferència sigui la més petita possible, el nombre més gran ha de començar per 5 i el més petit per 4. Per tant, els nombres han de començar per 4 i 5.

Per a les centenes, utilitzarem els dos dígits següents més petits, 3 i 6. Per a minimitzar la diferència, el 3 ha d'anar al nombre més gran i el 6 al més petit. Per tant, els nombres seran 53XX i 46XX.

Per a les desenes, utilitzarem els dos dígits següents més petits, 2 i 7. Per a minimitzar la diferència, el 2 ha d'anar al nombre més gran i el 7 al més petit. Per tant, els nombres seran 532X i 467X.

Finalment, per a les unitats, utilitzarem els dos dígits restants, 1 i 8. Per a minimitzar la diferència, el 1 ha d'anar al nombre més gran i el 8 al més petit. Per tant, els nombres seran 5321 i 4678.

La diferència entre aquests dos nombres és 5321 - 4678 = 643.

Ara, hem de comprovar si podem obtenir una diferència menor. Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5321 i 4876. La diferència és 5321 - 4876 = 445.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

Si posem els nombres més propers a 4 i 5 a les unitats de miler, per exemple 4 i 5, i després els següents més propers a les centenes, per exemple 6 i 3, i així successivament, obtenim els nombres 5123 i 4876. La diferència és 5123 - 4876 = 247.

