Raonament:
Analitzem les possibles situacions. Si tots fossin cavallers, tots dirien "tres". Si tots fossin escuders, tots dirien "zero". Com que les respostes són "un" i "dos", sabem que hi ha una barreja de cavallers i escuders.

Suposem que hi ha un cavaller. Aquest cavaller diria el nombre correcte de cavallers entre els altres tres. Si hi ha un cavaller, aquest diria "0" o "1" o "2". Si hi ha dos cavallers, un d'ells diria "1" i l'altre diria "1". Si hi ha tres cavallers, un d'ells diria "2" i els altres dos dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Com que tres van dir "un" i un va dir "dos", sabem que no pot haver-hi un sol cavaller. Si hi hagués un sol cavaller, aquest diria "0", "1" o "2", i els altres tres mentirien. Però si els altres tres mentissin, no podrien dir tots "1".

Si hi hagués dos cavallers, tots dos dirien "1". Però tenim una resposta "2". Per tant, no pot haver-hi dos cavallers.

Si hi hagués tres cavallers, cadascun d'ells diria "2" si hi ha dos cavallers més. Però tenim tres respostes "1". Per tant, no pot haver-hi tres cavallers.

Si hi hagués quatre cavallers, tots dirien "3". Però tenim respostes "1" i "2". Per tant, no pot haver-hi quatre cavallers.

Per tant, hem de tenir una combinació on els cavallers diguin "1" i els escuders diguin "2". Si hi ha un cavaller, aquest diria el nombre correcte de cavallers entre els altres tres. Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

Si hi ha un cavaller, aquest diria "0", "1" o "2". Si hi ha dos cavallers, tots dos dirien "1". Si hi ha tres cavallers, tots tres dirien "2". Si hi ha quatre cavallers, tots dirien "3".

